 "name" , "link" , "event" , "resource" ,
 "power7" , "http://dbpedia.org/resource/POWER7" , "Lecture 8" , "Slides" ,
 "superman" , "http://dbpedia.org/resource/Superman" , "Lab 9" , "Slides" ,
 "dog" , "http://dbpedia.org/resource/Dog" , "Lecture 7" , "Slides" ,
 "dog" , "http://dbpedia.org/resource/Dog" , "Lecture 8" , "Slides" ,
 "dog" , "http://dbpedia.org/resource/Dog" , "Lab 7" , "Slides" ,
 "national cancer institute" , "http://dbpedia.org/resource/National_Cancer_Institute" , "Lecture 4" , "Slides" ,
 "denver" , "http://dbpedia.org/resource/Denver" , "Lecture 9" , "Slides" ,
 "the lego movie" , "http://dbpedia.org/resource/The_Lego_Movie" , "Lab 6" , "Slides" ,
 "linked open data" , "http://dbpedia.org/resource/Linked_data" , "Lecture 5" , "Slides" ,
 "linked open data" , "http://dbpedia.org/resource/Linked_data" , "Lecture 1" , "Slides" ,
 "linked open data" , "http://dbpedia.org/resource/Linked_data" , "Lecture 4" , "Slides" ,
 "linked open data" , "http://dbpedia.org/resource/Linked_data" , "Lab 5" , "Slides" ,
 "frbr" , "http://dbpedia.org/resource/Functional_Requirements_for_Bibliographic_Records" , "Lecture 4" , "Slides" ,
 "léonard de vinci" , "http://dbpedia.org/resource/Leonardo_da_Vinci" , "Lecture 2" , "Slides" ,
 "ibm" , "http://dbpedia.org/resource/IBM" , "Lab 9" , "Slides" ,
 "ibm" , "http://dbpedia.org/resource/IBM" , "Lecture 1" , "Slides" ,
 "ibm" , "http://dbpedia.org/resource/IBM" , "Lecture 2" , "Slides" ,
 "ibm" , "http://dbpedia.org/resource/IBM" , "Lecture 8" , "Slides" ,
 "ibm" , "http://dbpedia.org/resource/IBM" , "Lecture 9" , "Slides" ,
 "code readability" , "http://dbpedia.org/resource/Computer_programming" , "Lab 1" , "Slides" ,
 "metaweb" , "http://dbpedia.org/resource/Metaweb" , "Lecture 5" , "Slides" ,
 "lennon" , "http://dbpedia.org/resource/John_Lennon" , "Lecture 2" , "Slides" ,
 "italian greyhound" , "http://dbpedia.org/resource/Italian_Greyhound" , "Lecture 8" , "Slides" ,
 "prentice hall" , "http://dbpedia.org/resource/Prentice_Hall" , "Lecture 2" , "Slides" ,
 "prentice hall" , "http://dbpedia.org/resource/Prentice_Hall" , "Lecture 8" , "Slides" ,
 "numpy" , "http://dbpedia.org/resource/NumPy" , "Lab 1" , "Slides" ,
 "numpy" , "http://dbpedia.org/resource/NumPy" , "Lab 6" , "Slides" ,
 "lgpl" , "http://dbpedia.org/resource/GNU_Lesser_General_Public_License" , "Lecture 9" , "Slides" ,
 "amazon aws" , "http://dbpedia.org/resource/Amazon_Web_Services" , "Lecture 4" , "Slides" ,
 "pablo picasso" , "http://dbpedia.org/resource/Pablo_Picasso" , "Lab 5" , "Slides" ,
 "custom class" , "http://dbpedia.org/resource/Business_class" , "Lab 1" , "Slides" ,
 "governor" , "http://dbpedia.org/resource/Governor" , "Lab 9" , "Slides" ,
 "cleopatra" , "http://dbpedia.org/resource/Cleopatra" , "Lecture 6" , "Slides" ,
 "ai winter" , "http://dbpedia.org/resource/AI_winter" , "Lecture 2" , "Slides" ,
 "knowledge vault" , "http://dbpedia.org/resource/Knowledge_Graph" , "Lecture 2" , "Slides" ,
 "open access" , "http://dbpedia.org/resource/Open_access" , "Lecture 2" , "Slides" ,
 "youtube" , "http://dbpedia.org/resource/YouTube" , "Lecture 2" , "Slides" ,
 "matrix multiplication" , "http://dbpedia.org/resource/Matrix_multiplication" , "Lab 1" , "Slides" ,
 "fuseki" , "http://dbpedia.org/resource/Fuseki" , "Lab 4" , "Slides" ,
 "mexico" , "http://dbpedia.org/resource/Mexico" , "Lecture 4" , "Slides" ,
 "mexico" , "http://dbpedia.org/resource/Mexico" , "Lecture 9" , "Slides" ,
 "computer science" , "http://dbpedia.org/resource/Computer_science" , "Lab 5" , "Slides" ,
 "julius" , "http://dbpedia.org/resource/Julius_Caesar" , "Lecture 6" , "Slides" ,
 "microsoft" , "http://dbpedia.org/resource/Microsoft" , "Lab 9" , "Slides" ,
 "microsoft" , "http://dbpedia.org/resource/Microsoft" , "Lecture 1" , "Slides" ,
 "microsoft" , "http://dbpedia.org/resource/Microsoft" , "Lecture 2" , "Slides" ,
 "microsoft" , "http://dbpedia.org/resource/Microsoft" , "Lecture 8" , "Slides" ,
 "smallville" , "http://dbpedia.org/resource/Smallville" , "Lab 9" , "Slides" ,
 "resident evil" , "http://dbpedia.org/resource/Resident_Evil" , "Lecture 8" , "Slides" ,
 "point mutation" , "http://dbpedia.org/resource/Point_mutation" , "Lecture 9" , "Slides" ,
 "collaborative tagging" , "http://dbpedia.org/resource/Folksonomy" , "Lecture 6" , "Slides" ,
 "jena" , "http://dbpedia.org/resource/Jena" , "Lab 2" , "Slides" ,
 "jena" , "http://dbpedia.org/resource/Jena" , "Lecture 4" , "Slides" ,
 "jena" , "http://dbpedia.org/resource/Jena" , "Lab 4" , "Slides" ,
 "bill gates" , "http://dbpedia.org/resource/Bill_Gates" , "Lab 9" , "Slides" ,
 "imdb" , "http://dbpedia.org/resource/IMDb" , "Lecture 5" , "Worksheet" ,
 "factorial" , "http://dbpedia.org/resource/Factorial" , "Lab 1" , "Slides" ,
 "the artist" , "http://dbpedia.org/resource/Prince_Iaukea" , "Lecture 3" , "Slides" ,
 "chapter 11" , "http://dbpedia.org/resource/Chapter_11,_Title_11,_United_States_Code" , "Lecture 9" , "Slides" ,
 "wordpress.com" , "http://dbpedia.org/resource/WordPress.com" , "Lecture 4" , "Slides" ,
 "adjective" , "http://dbpedia.org/resource/Adjective" , "Lecture 8" , "Slides" ,
 "adjective" , "http://dbpedia.org/resource/Adjective" , "Lecture 9" , "Slides" ,
 "activision" , "http://dbpedia.org/resource/Activision" , "Lecture 8" , "Slides" ,
 "command-line interface" , "http://dbpedia.org/resource/Command-line_interface" , "Lab 1" , "Slides" ,
 "clause" , "http://dbpedia.org/resource/Clause" , "Lecture 4" , "Worksheet" ,
 "anaconda" , "http://dbpedia.org/resource/Anaconda" , "Lab 1" , "Slides" ,
 "scikit-learn" , "http://dbpedia.org/resource/Scikit-learn" , "Lab 9" , "Slides" ,
 "scikit-learn" , "http://dbpedia.org/resource/Scikit-learn" , "Lecture 7" , "Slides" ,
 "scikit-learn" , "http://dbpedia.org/resource/Scikit-learn" , "Lecture 8" , "Slides" ,
 "scikit-learn" , "http://dbpedia.org/resource/Scikit-learn" , "Lab 6" , "Slides" ,
 "scikit-learn" , "http://dbpedia.org/resource/Scikit-learn" , "Lab 7" , "Slides" ,
 "scikit-learn" , "http://dbpedia.org/resource/Scikit-learn" , "Lab 8" , "Slides" ,
 "noisy data" , "http://dbpedia.org/resource/Signal-to-noise_ratio" , "Lecture 7" , "Slides" ,
 "physical quantity" , "http://dbpedia.org/resource/Physical_quantity" , "Lecture 9" , "Slides" ,
 "confusion matrix" , "http://dbpedia.org/resource/Confusion_matrix" , "Lecture 7" , "Slides" ,
 "confusion matrix" , "http://dbpedia.org/resource/Confusion_matrix" , "Lab 8" , "Slides" ,
 "natural language processing" , "http://dbpedia.org/resource/Natural-language_processing" , "Lecture 8" , "Slides" ,
 "natural language processing" , "http://dbpedia.org/resource/Natural-language_processing" , "Lecture 9" , "Slides" ,
 "clark kent" , "http://dbpedia.org/resource/Clark_Kent" , "Lab 9" , "Slides" ,
 "james" , "http://dbpedia.org/resource/Epistle_of_James" , "Lecture 9" , "Slides" ,
 "docker" , "http://dbpedia.org/resource/Stevedore" , "Lab 5" , "Slides" ,
 "arity" , "http://dbpedia.org/resource/Arity" , "Lecture 5" , "Slides" ,
 "freebase" , "http://dbpedia.org/resource/Freebase" , "Lecture 5" , "Slides" ,
 "internet" , "http://dbpedia.org/resource/Internet" , "Lecture 6" , "Slides" ,
 "vector space" , "http://dbpedia.org/resource/Vector_space" , "Lecture 6" , "Slides" ,
 "question answering" , "http://dbpedia.org/resource/Question_answering" , "Lecture 8" , "Slides" ,
 "intelligent agent" , "http://dbpedia.org/resource/Intelligent_agent" , "Lab 2" , "Slides" ,
 "intelligent agent" , "http://dbpedia.org/resource/Intelligent_agent" , "Lab 3" , "Slides" ,
 "intelligent agent" , "http://dbpedia.org/resource/Intelligent_agent" , "Lecture 2" , "Worksheet" ,
 "pokémon" , "http://dbpedia.org/resource/Pokémon" , "Lecture 3" , "Slides" ,
 "google assistant" , "http://dbpedia.org/resource/Google_Assistant" , "Lecture 1" , "Slides" ,
 "google assistant" , "http://dbpedia.org/resource/Google_Assistant" , "Lecture 2" , "Slides" ,
 "google assistant" , "http://dbpedia.org/resource/Google_Assistant" , "Lecture 8" , "Slides" ,
 "google assistant" , "http://dbpedia.org/resource/Google_Assistant" , "Lab 5" , "Slides" ,
 "krypton" , "http://dbpedia.org/resource/Krypton" , "Lab 9" , "Slides" ,
 "biopax" , "http://dbpedia.org/resource/BioPAX" , "Lecture 4" , "Slides" ,
 "braunschweig" , "http://dbpedia.org/resource/Braunschweig" , "Lecture 9" , "Slides" ,
 "twitter" , "http://dbpedia.org/resource/Twitter" , "Lab 9" , "Slides" ,
 "twitter" , "http://dbpedia.org/resource/Twitter" , "Lecture 8" , "Slides" ,
 "eliza" , "http://dbpedia.org/resource/ELIZA" , "Lecture 1" , "Slides" ,
 "international" , "http://dbpedia.org/resource/International" , "Lecture 5" , "Slides" ,
 "international" , "http://dbpedia.org/resource/International" , "Lecture 8" , "Slides" ,
 "boolean" , "http://dbpedia.org/resource/Boolean_algebra" , "Lecture 8" , "Slides" ,
 "type ii error" , "http://dbpedia.org/resource/Type_I_and_type_II_errors" , "Lecture 7" , "Slides" ,
 "orinoco" , "http://dbpedia.org/resource/Orinoco" , "Lab 9" , "Slides" ,
 "nubus" , "http://dbpedia.org/resource/NuBus" , "Lab 7" , "Slides" ,
 "gene ontology" , "http://dbpedia.org/resource/Gene_ontology" , "Lecture 1" , "Slides" ,
 "gene ontology" , "http://dbpedia.org/resource/Gene_ontology" , "Lecture 4" , "Slides" ,
 "linked data" , "http://dbpedia.org/resource/Linked_data" , "Lecture 3" , "Slides" ,
 "linked data" , "http://dbpedia.org/resource/Linked_data" , "Lecture 5" , "Slides" ,
 "linked data" , "http://dbpedia.org/resource/Linked_data" , "Lecture 4" , "Slides" ,
 "language processing" , "http://dbpedia.org/resource/Language_processing_in_the_brain" , "Lab 9" , "Slides" ,
 "open knowledge" , "http://dbpedia.org/resource/Open_knowledge" , "Lecture 6" , "Slides" ,
 "apache software foundation" , "http://dbpedia.org/resource/Apache_Software_Foundation" , "Lecture 9" , "Slides" ,
 "resource description framework (rdf)" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 1" , "Slides" ,
 "resource description framework (rdf)" , "http://dbpedia.org/resource/Resource_Description_Framework" , "Lecture 2" , "Slides" ,
 "last.fm" , "http://dbpedia.org/resource/Last.fm" , "Lecture 6" , "Slides" ,
 "workable" , "http://dbpedia.org/resource/Workable_FC" , "Lab 6" , "Slides" ,
 "spa" , "http://dbpedia.org/resource/Spa" , "Lecture 5" , "Slides" ,
 "l2 norm" , "http://dbpedia.org/resource/Lp_space" , "Lecture 6" , "Slides" ,
 "mr" , "http://dbpedia.org/resource/Magnetic_resonance_imaging" , "Lecture 9" , "Slides" ,
 "mit" , "http://dbpedia.org/resource/Massachusetts_Institute_of_Technology" , "Lecture 1" , "Slides" ,
 "apple siri" , "http://dbpedia.org/resource/Siri" , "Lecture 1" , "Slides" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lab 9" , "Slides" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 4" , "Worksheet" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 9" , "Worksheet" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 1" , "Slides" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 2" , "Worksheet" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 7" , "Slides" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 5" , "Worksheet" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 8" , "Worksheet" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 6" , "Worksheet" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 7" , "Worksheet" ,
 "intelligent systems" , "http://dbpedia.org/resource/Artificial_intelligence" , "Lecture 3" , "Worksheet" ,
 "quantifier" , "http://dbpedia.org/resource/First-order_logic" , "Lecture 8" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazons" , "Lecture 6" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazons" , "Lab 9" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazons" , "Lecture 1" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazons" , "Lecture 2" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazons" , "Lecture 8" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_rainforest" , "Lecture 6" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_rainforest" , "Lab 9" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_rainforest" , "Lecture 1" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_rainforest" , "Lecture 2" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_rainforest" , "Lecture 8" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_Video" , "Lecture 6" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_Video" , "Lab 9" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_Video" , "Lecture 1" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_Video" , "Lecture 2" , "Slides" ,
 "amazon" , "http://dbpedia.org/resource/Amazon_Video" , "Lecture 8" , "Slides" ,
 "facebook" , "http://dbpedia.org/resource/Facebook" , "Lecture 5" , "Slides" ,
 "facebook" , "http://dbpedia.org/resource/Facebook" , "Lecture 2" , "Slides" ,
 "facebook" , "http://dbpedia.org/resource/Facebook" , "Lecture 2" , "Worksheet" ,
 "facebook" , "http://dbpedia.org/resource/Facebook" , "Lecture 7" , "Slides" ,
 "facebook" , "http://dbpedia.org/resource/Facebook" , "Lecture 5" , "Worksheet" ,
 "tempest" , "http://dbpedia.org/resource/The_Tempest" , "Lecture 6" , "Slides" ,
 "canada" , "http://dbpedia.org/resource/Canada" , "Lab 9" , "Slides" ,
 "canada" , "http://dbpedia.org/resource/Canada" , "Lecture 5" , "Slides" ,
 "canada" , "http://dbpedia.org/resource/Canada" , "Lab 3" , "Slides" ,
 "canada" , "http://dbpedia.org/resource/Canada" , "Lab 4" , "Slides" ,
 "canada" , "http://dbpedia.org/resource/Canada" , "Lecture 8" , "Slides" ,
 "canada" , "http://dbpedia.org/resource/Canada" , "Lab 5" , "Slides" ,
 "mitsuki" , "http://dbpedia.org/resource/Mitsuki_(Naruto)" , "Lecture 8" , "Slides" ,
 "paris" , "http://dbpedia.org/resource/Paris" , "Lecture 5" , "Worksheet" ,
 "ontology" , "http://dbpedia.org/resource/Ontology" , "Lecture 4" , "Worksheet" ,
 "ontology" , "http://dbpedia.org/resource/Ontology" , "Lecture 4" , "Slides" ,
 "metafiction" , "http://dbpedia.org/resource/Metafiction" , "Lecture 3" , "Slides" ,
 "exon" , "http://dbpedia.org/resource/Exon" , "Lecture 9" , "Slides" ,
 "facebook messenger" , "http://dbpedia.org/resource/Facebook_Messenger" , "Lab 9" , "Slides" ,
 "fantasy" , "http://dbpedia.org/resource/Fantasy" , "Lecture 9" , "Slides" ,
 "linux" , "http://dbpedia.org/resource/Linux" , "Lab 1" , "Slides" ,
 "linux" , "http://dbpedia.org/resource/Linux" , "Lab 5" , "Slides" ,
 "tf-idf" , "http://dbpedia.org/resource/Tf–idf" , "Lecture 6" , "Slides" ,
 "tf-idf" , "http://dbpedia.org/resource/Tf–idf" , "Lab 9" , "Slides" ,
 "tf-idf" , "http://dbpedia.org/resource/Tf–idf" , "Lecture 8" , "Slides" ,
 "tf-idf" , "http://dbpedia.org/resource/Tf–idf" , "Lab 7" , "Slides" ,
 "tf-idf" , "http://dbpedia.org/resource/Tf–idf" , "Lecture 8" , "Worksheet" ,
 "tf-idf" , "http://dbpedia.org/resource/Tf–idf" , "Lab 8" , "Slides" ,
 "coreference" , "http://dbpedia.org/resource/Coreference" , "Lecture 9" , "Slides" ,
 "heidelberg" , "http://dbpedia.org/resource/Heidelberg" , "Lecture 3" , "Slides" ,
 "heidelberg" , "http://dbpedia.org/resource/Heidelberg" , "Lecture 5" , "Slides" ,
 "heidelberg" , "http://dbpedia.org/resource/Heidelberg" , "Lecture 2" , "Slides" ,
 "heidelberg" , "http://dbpedia.org/resource/Heidelberg" , "Lecture 4" , "Slides" ,
 "http" , "http://dbpedia.org/resource/Hypertext_Transfer_Protocol" , "Lecture 5" , "Slides" ,
 "http" , "http://dbpedia.org/resource/Hypertext_Transfer_Protocol" , "Lecture 2" , "Slides" ,
 "http" , "http://dbpedia.org/resource/Hypertext_Transfer_Protocol" , "Lecture 4" , "Slides" ,
 "world wide web consortium (w3c)" , "http://dbpedia.org/resource/World_Wide_Web_Consortium" , "Lecture 3" , "Slides" ,
 "world wide web consortium (w3c)" , "http://dbpedia.org/resource/World_Wide_Web_Consortium" , "Lecture 5" , "Slides" ,
 "world wide web consortium (w3c)" , "http://dbpedia.org/resource/World_Wide_Web_Consortium" , "Lecture 2" , "Slides" ,
 "paradise papers" , "http://dbpedia.org/resource/Paradise_Papers" , "Lecture 7" , "Slides" ,
 "oop" , "http://dbpedia.org/resource/Object-oriented_programming" , "Lab 1" , "Slides" ,
 "mcgill university" , "http://dbpedia.org/resource/McGill_University" , "Lecture 2" , "Worksheet" ,
 "memory" , "http://dbpedia.org/resource/Computer_data_storage" , "Lab 4" , "Slides" ,
 "solr" , "http://dbpedia.org/resource/Apache_Solr" , "Lecture 1" , "Slides" ,
 "solr" , "http://dbpedia.org/resource/Apache_Solr" , "Lab 7" , "Slides" ,
 "gzip" , "http://dbpedia.org/resource/Gzip" , "Lab 9" , "Slides" ,
 "guatemala" , "http://dbpedia.org/resource/Guatemala" , "Lab 1" , "Slides" ,
 "cyc" , "http://dbpedia.org/resource/Cyc" , "Lecture 2" , "Slides" ,
 "mutant" , "http://dbpedia.org/resource/Mutation" , "Lecture 9" , "Slides" ,
 "spruce" , "http://dbpedia.org/resource/Spruce" , "Lab 5" , "Slides" ,
 "newsgroup" , "http://dbpedia.org/resource/Usenet_newsgroup" , "Lab 7" , "Slides" ,
 "whirlpool" , "http://dbpedia.org/resource/Whirlpool" , "Lab 9" , "Slides" ,
 "functional programming" , "http://dbpedia.org/resource/Functional_programming" , "Lab 1" , "Slides" ,
 "string literal" , "http://dbpedia.org/resource/String_literal" , "Lecture 2" , "Slides" ,
 "det" , "http://dbpedia.org/resource/Detroit_Tigers" , "Lecture 9" , "Slides" ,
 "wordnet" , "http://dbpedia.org/resource/WordNet" , "Lecture 2" , "Slides" ,
 "smart" , "http://dbpedia.org/resource/Smart_device" , "Lab 4" , "Slides" ,
 "smart" , "http://dbpedia.org/resource/Smart_device" , "Lecture 8" , "Slides" ,
 "query string" , "http://dbpedia.org/resource/Query_string" , "Lecture 4" , "Slides" ,
 "query string" , "http://dbpedia.org/resource/Query_string" , "Lab 5" , "Slides" ,
 "elastic search" , "http://dbpedia.org/resource/Elasticsearch" , "Lecture 1" , "Slides" ,
 "elastic search" , "http://dbpedia.org/resource/Elasticsearch" , "Lab 7" , "Slides" ,
 "elasticsearch" , "http://dbpedia.org/resource/Elasticsearch" , "Lecture 1" , "Slides" ,
 "elasticsearch" , "http://dbpedia.org/resource/Elasticsearch" , "Lab 7" , "Slides" ,
 "query language" , "http://dbpedia.org/resource/Query_language" , "Lecture 1" , "Slides" ,
 "query language" , "http://dbpedia.org/resource/Query_language" , "Lab 4" , "Slides" ,
 "apple" , "http://dbpedia.org/resource/Apple_Inc." , "Lab 9" , "Slides" ,
 "apple" , "http://dbpedia.org/resource/Apple_Inc." , "Lecture 2" , "Slides" ,
 "apple" , "http://dbpedia.org/resource/Apple_Inc." , "Lecture 9" , "Slides" ,
 "reinforcement learning" , "http://dbpedia.org/resource/Reinforcement_learning" , "Lecture 7" , "Slides" ,
 "imperative programming" , "http://dbpedia.org/resource/Imperative_programming" , "Lab 1" , "Slides" ,
 "jupyter notebook" , "http://dbpedia.org/resource/IPython" , "Lab 1" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_F.C." , "Lecture 3" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_F.C." , "Lab 1" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_F.C." , "Lecture 1" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_F.C." , "Lecture 2" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_F.C." , "Lecture 4" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_F.C." , "Lecture 7" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_F.C." , "Lecture 8" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_F.C." , "Lecture 9" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_Company" , "Lecture 3" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_Company" , "Lab 1" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_Company" , "Lecture 1" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_Company" , "Lecture 2" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_Company" , "Lecture 4" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_Company" , "Lecture 7" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_Company" , "Lecture 8" , "Slides" ,
 "reading" , "http://dbpedia.org/resource/Reading_Company" , "Lecture 9" , "Slides" ,
 "tensorflow" , "http://dbpedia.org/resource/TensorFlow" , "Lecture 9" , "Slides" ,
 "lois lane" , "http://dbpedia.org/resource/Lois_Lane" , "Lab 9" , "Slides" ,
 "paris hilton" , "http://dbpedia.org/resource/Paris_Hilton" , "Lecture 5" , "Worksheet" ,
 "paris hilton" , "http://dbpedia.org/resource/Paris_Hilton" , "Lab 5" , "Slides" ,
 "euclidean distance" , "http://dbpedia.org/resource/Euclidean_distance" , "Lecture 6" , "Slides" ,
 "euclidean distance" , "http://dbpedia.org/resource/Euclidean_distance" , "Lecture 7" , "Slides" ,
 "uri" , "http://dbpedia.org/resource/Canton_of_Uri" , "Lecture 4" , "Slides" ,
 "guantanamo bay" , "http://dbpedia.org/resource/Guantanamo_Bay_detention_camp" , "Lecture 7" , "Slides" ,
 "amsterdam" , "http://dbpedia.org/resource/Amsterdam" , "Lecture 5" , "Slides" ,
 "amsterdam" , "http://dbpedia.org/resource/Amsterdam" , "Lecture 4" , "Slides" ,
 "milan" , "http://dbpedia.org/resource/Milan" , "Lecture 5" , "Slides" ,
 "orange" , "http://dbpedia.org/resource/Orange_S.A." , "Lecture 9" , "Slides" ,
 "eos" , "http://dbpedia.org/resource/Canon_EOS" , "Lecture 9" , "Slides" ,
 "programming language" , "http://dbpedia.org/resource/Programming_language" , "Lab 1" , "Slides" ,
 "open data" , "http://dbpedia.org/resource/Open_data" , "Lecture 5" , "Slides" ,
 "loyola college" , "http://dbpedia.org/resource/Loyola_University_Maryland" , "Lecture 8" , "Slides" ,
 "loyola college" , "http://dbpedia.org/resource/Loyola_University_Maryland" , "Lab 5" , "Slides" ,
 "nile" , "http://dbpedia.org/resource/Nile" , "Lecture 4" , "Worksheet" ,
 "acm" , "http://dbpedia.org/resource/Association_for_Computing_Machinery" , "Lecture 3" , "Slides" ,
 "split" , "http://dbpedia.org/resource/Split_album" , "Lecture 7" , "Slides" ,
 "split" , "http://dbpedia.org/resource/Split_album" , "Lecture 8" , "Slides" ,
 "creative commons" , "http://dbpedia.org/resource/Creative_Commons_license" , "Lecture 7" , "Slides" ,
 "creative commons" , "http://dbpedia.org/resource/Creative_Commons_license" , "Lecture 9" , "Slides" ,
 "parse tree" , "http://dbpedia.org/resource/Parse_tree" , "Lab 9" , "Slides" ,
 "parse tree" , "http://dbpedia.org/resource/Parse_tree" , "Lecture 8" , "Worksheet" ,
 "parse tree" , "http://dbpedia.org/resource/Parse_tree" , "Lecture 9" , "Slides" ,
 "gene" , "http://dbpedia.org/resource/Gene" , "Lecture 4" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lab 1" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lab 9" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lecture 9" , "Worksheet" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lecture 2" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lecture 7" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lab 4" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lecture 8" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lab 5" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lab 7" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Monty_Python" , "Lecture 9" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lab 1" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lab 9" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lecture 9" , "Worksheet" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lecture 2" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lecture 7" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lab 4" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lecture 8" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lab 5" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lab 7" , "Slides" ,
 "python" , "http://dbpedia.org/resource/Pythonidae" , "Lecture 9" , "Slides" ,
 "schema.org" , "http://dbpedia.org/resource/Schema.org" , "Lecture 3" , "Slides" ,
 "mona lisa" , "http://dbpedia.org/resource/Mona_Lisa" , "Lecture 1" , "Slides" ,
 "mona lisa" , "http://dbpedia.org/resource/Mona_Lisa" , "Lecture 2" , "Slides" ,
 "mona lisa" , "http://dbpedia.org/resource/Mona_Lisa" , "Lecture 4" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 3" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 4" , "Worksheet" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 5" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 1" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lab 2" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 2" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 4" , "Slides" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lecture 5" , "Worksheet" ,
 "sparql" , "http://dbpedia.org/resource/SPARQL" , "Lab 4" , "Slides" ,
